Name;Size;"First name";"Last name";Downloads;Date;Path
capacity.txt;134;Nico;Potyka;19;"19.06.2018 15:26";capacity.txt
demand.txt;282;Nico;Potyka;17;"19.06.2018 15:26";demand.txt
distance.txt;40033;Nico;Potyka;15;"19.06.2018 15:27";distance.txt
transportation_cost.txt;79;Nico;Potyka;16;"19.06.2018 15:27";transportation_cost.txt
